latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.600006,-9.0,84.0,0,Europe/London,GMT

time,temperature_2m (°C),relativehumidity_2m (%),surface_pressure (hPa),precipitation (mm),direct_radiation (W/m²),windspeed_10m (m/s),windgusts_10m (m/s)
2017-01-16T04:00,6.6,87,1020.9,0.00,0.0,3.27,6.10
2017-01-16T05:00,6.3,88,1020.1,0.00,0.0,3.10,5.90
2017-01-16T06:00,6.1,88,1020.4,0.00,0.0,3.23,5.90
2017-01-16T07:00,5.7,88,1020.5,0.00,0.0,3.31,5.80
2017-01-16T08:00,5.5,88,1020.5,0.00,0.0,3.36,5.70
2017-01-16T09:00,5.9,84,1021.1,0.00,42.0,3.48,5.80
2017-01-16T10:00,7.7,77,1021.4,0.00,166.0,2.69,5.80
2017-01-16T11:00,9.6,70,1021.3,0.00,299.0,2.40,5.50
2017-01-16T12:00,11.4,64,1020.5,0.00,398.0,2.19,5.20
2017-01-16T13:00,12.7,58,1019.3,0.00,441.0,1.97,5.00
2017-01-16T14:00,13.5,54,1018.5,0.00,427.0,2.12,4.50
2017-01-16T15:00,13.8,52,1018.0,0.00,358.0,2.65,4.20
2017-01-16T16:00,13.8,52,1017.8,0.00,244.0,3.40,4.20
2017-01-16T17:00,13.1,60,1017.7,0.00,107.0,3.55,4.50
2017-01-16T18:00,11.9,66,1017.5,0.00,10.0,3.91,5.30
2017-01-16T19:00,10.9,72,1017.5,0.00,0.0,3.90,6.40
2017-01-16T20:00,10.1,77,1017.4,0.00,0.0,3.71,6.30
2017-01-16T21:00,9.5,79,1017.6,0.00,0.0,3.44,6.10
2017-01-16T22:00,9.0,81,1017.5,0.00,0.0,3.11,5.70
2017-01-16T23:00,8.5,83,1017.3,0.00,0.0,3.24,5.40
2017-01-17T00:00,8.0,85,1016.6,0.00,0.0,3.08,5.10
2017-01-17T01:00,7.4,87,1016.2,0.00,0.0,2.65,4.70
2017-01-17T02:00,6.9,88,1015.7,0.00,0.0,2.51,4.30
2017-01-17T03:00,6.5,90,1015.7,0.00,0.0,2.50,4.00
2017-01-17T04:00,6.2,90,1015.3,0.00,0.0,2.60,4.20
2017-01-17T05:00,6.0,90,1015.0,0.00,0.0,2.61,4.40
2017-01-17T06:00,5.8,91,1014.7,0.00,0.0,2.45,4.40
2017-01-17T07:00,5.7,91,1014.8,0.00,0.0,2.31,4.20
2017-01-17T08:00,5.4,91,1014.7,0.00,0.0,2.28,4.10
2017-01-17T09:00,6.3,89,1015.2,0.00,42.0,2.24,4.00
2017-01-17T10:00,9.1,78,1015.6,0.00,166.0,1.58,4.00
2017-01-17T11:00,11.2,70,1015.2,0.00,296.0,1.30,3.70
2017-01-17T12:00,12.9,64,1014.6,0.00,389.0,1.57,3.40
2017-01-17T13:00,14.3,58,1013.8,0.00,433.0,2.48,3.60
2017-01-17T14:00,15.1,55,1013.0,0.00,420.0,3.58,4.70
2017-01-17T15:00,15.4,54,1012.5,0.00,353.0,4.39,5.70
2017-01-17T16:00,15.2,57,1012.2,0.00,241.0,4.48,6.20
2017-01-17T17:00,14.1,65,1011.9,0.00,107.0,4.43,6.40
2017-01-17T18:00,12.7,72,1011.9,0.00,11.0,4.54,6.50
2017-01-17T19:00,12.0,74,1011.6,0.00,0.0,4.54,7.30
2017-01-17T20:00,11.4,75,1011.9,0.00,0.0,4.60,7.40
2017-01-17T21:00,10.9,76,1011.9,0.00,0.0,4.53,7.40
2017-01-17T22:00,10.5,78,1012.0,0.00,0.0,4.32,7.40
2017-01-17T23:00,10.1,80,1012.3,0.00,0.0,3.90,7.00
2017-01-18T00:00,9.8,79,1012.0,0.00,0.0,3.98,6.70
2017-01-18T01:00,9.6,74,1011.9,0.00,0.0,4.47,7.30
2017-01-18T02:00,8.9,65,1012.0,0.00,0.0,5.59,9.00
2017-01-18T03:00,8.1,58,1012.2,0.00,0.0,6.57,11.00
2017-01-18T04:00,7.3,55,1012.0,0.00,0.0,6.84,11.70
2017-01-18T05:00,6.7,54,1011.9,0.00,0.0,7.04,11.50
2017-01-18T06:00,6.0,52,1011.9,0.00,0.0,7.02,11.10
2017-01-18T07:00,5.1,42,1012.1,0.00,0.0,7.15,12.00
2017-01-18T08:00,4.6,44,1012.7,0.00,0.0,7.18,11.90
2017-01-18T09:00,4.6,46,1013.2,0.00,45.0,7.08,12.10
2017-01-18T10:00,5.3,45,1014.2,0.00,175.0,7.45,12.20
2017-01-18T11:00,6.2,42,1013.5,0.00,307.0,6.84,12.30
2017-01-18T12:00,7.0,40,1013.0,0.00,404.0,6.13,11.50
2017-01-18T13:00,7.5,39,1012.4,0.00,409.0,5.35,10.50
2017-01-18T14:00,8.0,38,1011.7,0.00,442.0,4.30,9.20
2017-01-18T15:00,8.3,37,1011.5,0.00,377.0,3.53,8.20
2017-01-18T16:00,8.3,36,1011.3,0.00,263.0,3.75,7.50
2017-01-18T17:00,7.9,37,1011.6,0.00,120.0,4.31,7.60
2017-01-18T18:00,7.0,45,1011.8,0.00,13.0,4.05,7.20
2017-01-18T19:00,6.2,48,1012.0,0.00,0.0,4.34,7.20
2017-01-18T20:00,5.7,51,1012.0,0.00,0.0,4.47,7.40
2017-01-18T21:00,5.3,53,1012.1,0.00,0.0,4.53,7.50
2017-01-18T22:00,5.0,55,1012.8,0.00,0.0,4.28,7.60
2017-01-18T23:00,4.6,57,1012.7,0.00,0.0,4.33,7.70
2017-01-19T00:00,4.3,59,1012.8,0.00,0.0,4.22,7.50
2017-01-19T01:00,3.9,61,1012.6,0.00,0.0,4.05,7.40
2017-01-19T02:00,3.5,62,1012.5,0.00,0.0,4.19,7.50
2017-01-19T03:00,3.2,62,1012.6,0.00,0.0,4.39,7.70
2017-01-19T04:00,2.9,63,1012.5,0.00,0.0,4.31,7.60
2017-01-19T05:00,2.7,63,1012.0,0.00,0.0,4.25,7.40
2017-01-19T06:00,2.6,63,1012.3,0.00,0.0,4.50,7.40
2017-01-19T07:00,2.4,63,1012.3,0.00,0.0,4.55,7.80
2017-01-19T08:00,2.3,63,1012.7,0.00,0.0,4.19,7.60
2017-01-19T09:00,2.8,62,1012.9,0.00,48.0,4.10,7.20
2017-01-19T10:00,4.3,56,1013.8,0.00,183.0,3.86,7.00
2017-01-19T11:00,6.0,52,1013.6,0.00,322.0,3.54,6.60
2017-01-19T12:00,7.6,47,1013.1,0.00,421.0,3.31,6.10
2017-01-19T13:00,8.9,41,1012.7,0.00,468.0,3.42,6.00
2017-01-19T14:00,9.5,38,1011.8,0.00,455.0,3.60,7.10
2017-01-19T15:00,9.8,38,1011.2,0.00,384.0,4.46,7.80
2017-01-19T16:00,9.6,39,1011.2,0.00,266.0,5.02,8.00
2017-01-19T17:00,9.0,44,1011.1,0.00,122.0,4.62,7.90
2017-01-19T18:00,7.9,53,1011.1,0.00,14.0,4.18,7.00
2017-01-19T19:00,6.9,60,1011.0,0.00,0.0,3.98,6.90
2017-01-19T20:00,6.2,64,1011.1,0.00,0.0,3.85,6.60
2017-01-19T21:00,5.7,68,1011.6,0.00,0.0,3.92,6.60
2017-01-19T22:00,5.3,72,1011.6,0.00,0.0,3.90,6.70
2017-01-19T23:00,5.2,73,1011.3,0.00,0.0,3.91,6.70
2017-01-20T00:00,5.1,74,1011.0,0.00,0.0,3.81,6.70
2017-01-20T01:00,5.0,76,1010.4,0.00,0.0,3.71,6.80
2017-01-20T02:00,4.9,78,1010.1,0.00,0.0,3.86,6.80
2017-01-20T03:00,4.8,79,1010.1,0.00,0.0,3.81,6.80
2017-01-20T04:00,4.7,79,1010.1,0.00,0.0,3.81,6.70
2017-01-20T05:00,4.5,80,1009.7,0.00,0.0,3.60,6.40
2017-01-20T06:00,4.2,82,1009.3,0.00,0.0,3.60,6.10
2017-01-20T07:00,4.4,83,1009.4,0.00,0.0,3.61,6.50
2017-01-20T08:00,4.2,83,1009.5,0.00,0.0,3.62,5.90
2017-01-20T09:00,4.6,83,1010.0,0.00,45.0,3.18,5.90
2017-01-20T10:00,6.2,73,1010.9,0.00,170.0,2.94,5.50
2017-01-20T11:00,7.6,63,1010.9,0.00,298.0,2.58,5.50
2017-01-20T12:00,8.9,55,1010.7,0.00,377.0,2.28,5.40
2017-01-20T13:00,9.9,50,1009.7,0.00,435.0,2.30,5.00
2017-01-20T14:00,10.6,46,1008.9,0.00,424.0,2.52,5.00
2017-01-20T15:00,10.9,45,1009.0,0.00,350.0,2.70,5.10
2017-01-20T16:00,10.8,45,1008.7,0.00,258.0,3.00,5.20
2017-01-20T17:00,10.3,51,1009.1,0.00,120.0,2.72,5.20
2017-01-20T18:00,9.4,59,1009.5,0.00,13.0,2.91,4.80
2017-01-20T19:00,9.0,64,1010.2,0.00,0.0,2.88,5.10
2017-01-20T20:00,8.7,66,1010.5,0.00,0.0,2.79,4.90
2017-01-20T21:00,8.3,68,1010.7,0.00,0.0,2.66,4.80
2017-01-20T22:00,7.7,72,1011.1,0.00,0.0,2.53,4.70
2017-01-20T23:00,7.2,75,1011.1,0.00,0.0,2.55,4.80
2017-01-21T00:00,6.9,77,1011.2,0.00,0.0,2.84,5.10
2017-01-21T01:00,6.5,80,1010.9,0.00,0.0,3.08,5.60
2017-01-21T02:00,6.2,81,1010.7,0.00,0.0,3.16,5.80
2017-01-21T03:00,5.8,83,1010.9,0.00,0.0,3.23,5.80
2017-01-21T04:00,5.5,84,1010.8,0.00,0.0,3.04,5.60
2017-01-21T05:00,5.2,86,1010.7,0.00,0.0,2.95,5.40
2017-01-21T06:00,5.0,87,1010.9,0.00,0.0,2.91,5.00
2017-01-21T07:00,5.1,87,1011.4,0.00,0.0,2.82,4.90
2017-01-21T08:00,4.9,88,1011.8,0.00,0.0,2.69,5.00
2017-01-21T09:00,5.6,85,1012.3,0.00,44.0,2.60,4.90
2017-01-21T10:00,7.8,75,1013.3,0.00,169.0,2.47,4.80
2017-01-21T11:00,9.8,66,1013.5,0.00,296.0,2.55,4.80
2017-01-21T12:00,11.3,60,1013.2,0.00,390.0,2.81,5.20
2017-01-21T13:00,12.4,55,1012.3,0.00,437.0,3.03,5.30
2017-01-21T14:00,13.0,52,1011.6,0.00,427.0,3.32,5.20
2017-01-21T15:00,13.2,51,1011.5,0.00,359.0,4.07,6.00
2017-01-21T16:00,13.1,52,1011.5,0.00,245.0,4.56,7.10
2017-01-21T17:00,12.3,59,1011.8,0.00,115.0,4.18,7.40
2017-01-21T18:00,11.0,67,1012.2,0.00,14.0,3.98,6.90
2017-01-21T19:00,10.3,71,1012.7,0.00,0.0,3.88,6.50
2017-01-21T20:00,9.5,75,1013.2,0.00,0.0,3.65,6.20
2017-01-21T21:00,9.0,78,1013.3,0.00,0.0,3.69,5.90
2017-01-21T22:00,8.7,79,1013.9,0.00,0.0,3.55,6.00
2017-01-21T23:00,8.5,80,1014.1,0.00,0.0,3.89,6.10
2017-01-22T00:00,8.5,81,1013.6,0.00,0.0,4.11,6.30
2017-01-22T01:00,8.3,82,1013.3,0.00,0.0,4.34,6.40
2017-01-22T02:00,8.2,83,1012.9,0.00,0.0,4.48,6.50
2017-01-22T03:00,8.0,83,1012.7,0.00,0.0,4.22,6.40
2017-01-22T04:00,7.8,84,1012.8,0.00,0.0,3.96,6.20
2017-01-22T05:00,7.4,86,1012.6,0.00,0.0,3.94,6.10
2017-01-22T06:00,7.3,86,1012.6,0.00,0.0,4.03,6.70
2017-01-22T07:00,7.3,87,1012.7,0.00,0.0,3.92,6.80
2017-01-22T08:00,7.1,88,1013.2,0.00,0.0,3.89,6.20
2017-01-22T09:00,7.8,87,1013.6,0.00,40.0,3.79,6.00
2017-01-22T10:00,10.3,80,1014.3,0.00,131.0,3.55,6.10
2017-01-22T11:00,11.8,70,1014.4,0.00,237.0,4.37,7.00
2017-01-22T12:00,12.4,64,1013.7,0.00,200.0,5.22,7.90
2017-01-22T13:00,13.0,59,1013.1,0.00,322.0,5.61,8.70
2017-01-22T14:00,13.2,56,1012.0,0.00,278.0,5.83,9.10
2017-01-22T15:00,13.2,55,1011.9,0.00,235.0,6.07,9.50
2017-01-22T16:00,12.9,57,1011.8,0.00,154.0,6.04,9.60
2017-01-22T17:00,12.2,62,1011.8,0.00,94.0,5.60,9.50
2017-01-22T18:00,11.0,69,1012.3,0.00,14.0,5.57,9.00
2017-01-22T19:00,10.4,72,1012.4,0.00,0.0,5.60,9.10
2017-01-22T20:00,9.9,74,1013.0,0.00,0.0,5.73,9.00
2017-01-22T21:00,9.4,76,1013.0,0.00,0.0,5.59,8.90
2017-01-22T22:00,9.1,77,1013.2,0.00,0.0,5.74,8.70
2017-01-22T23:00,8.9,77,1013.7,0.00,0.0,5.85,8.80
2017-01-23T00:00,8.6,78,1013.1,0.00,0.0,6.07,9.00
2017-01-23T01:00,8.4,78,1013.3,0.00,0.0,6.24,9.20
2017-01-23T02:00,8.2,79,1012.8,0.00,0.0,6.21,9.30
2017-01-23T03:00,8.1,80,1012.8,0.00,0.0,6.21,9.40
2017-01-23T04:00,8.0,81,1012.9,0.00,0.0,6.11,9.50
2017-01-23T05:00,7.9,83,1013.1,0.00,0.0,6.11,9.60
2017-01-23T06:00,7.7,84,1013.1,0.00,0.0,5.90,9.60
2017-01-23T07:00,7.6,82,1013.6,0.00,0.0,5.70,9.30
2017-01-23T08:00,7.4,82,1014.1,0.00,0.0,5.50,8.90
2017-01-23T09:00,8.0,80,1014.5,0.00,49.0,5.51,8.90
2017-01-23T10:00,9.2,71,1015.3,0.00,181.0,4.81,8.70
2017-01-23T11:00,10.5,62,1015.7,0.00,319.0,4.66,8.80
2017-01-23T12:00,11.7,55,1015.4,0.00,420.0,4.32,8.50
2017-01-23T13:00,12.7,50,1015.0,0.00,467.0,4.65,8.30
2017-01-23T14:00,13.4,47,1014.5,0.00,452.0,5.39,9.20
2017-01-23T15:00,13.6,45,1014.3,0.00,386.0,5.87,9.80
2017-01-23T16:00,13.4,46,1014.6,0.00,271.0,5.79,9.80
2017-01-23T17:00,12.5,53,1015.0,0.00,131.0,5.30,9.30
2017-01-23T18:00,11.1,60,1015.5,0.00,18.0,5.22,8.10
2017-01-23T19:00,10.3,63,1015.8,0.00,0.0,5.25,8.60
2017-01-23T20:00,9.6,67,1016.4,0.00,0.0,5.23,8.50
2017-01-23T21:00,9.1,70,1017.0,0.00,0.0,5.04,8.30
2017-01-23T22:00,8.7,73,1017.2,0.00,0.0,4.20,8.00
2017-01-23T23:00,8.3,76,1017.4,0.00,0.0,4.00,7.60
2017-01-24T00:00,8.0,78,1017.4,0.00,0.0,3.71,7.10
2017-01-24T01:00,7.8,79,1017.0,0.00,0.0,3.41,6.50
2017-01-24T02:00,7.5,81,1016.7,0.00,0.0,3.21,5.90
2017-01-24T03:00,7.2,83,1016.8,0.00,0.0,3.22,5.50
2017-01-24T04:00,7.0,84,1017.3,0.00,0.0,3.32,5.40
2017-01-24T05:00,6.6,85,1017.0,0.00,0.0,3.21,5.40
2017-01-24T06:00,6.2,87,1017.2,0.00,0.0,3.31,5.20
2017-01-24T07:00,5.8,89,1017.4,0.00,0.0,3.21,5.90
2017-01-24T08:00,5.5,91,1018.0,0.00,0.0,3.30,5.50
2017-01-24T09:00,6.4,91,1018.3,0.00,49.0,3.21,5.40
2017-01-24T10:00,9.3,82,1019.0,0.00,181.0,2.24,5.30
2017-01-24T11:00,10.9,72,1019.5,0.00,315.0,1.94,5.20
2017-01-24T12:00,12.1,61,1019.1,0.00,422.0,1.50,4.90
2017-01-24T13:00,12.9,55,1018.5,0.00,469.0,1.50,4.10
2017-01-24T14:00,13.4,52,1017.9,0.00,458.0,2.14,3.70
2017-01-24T15:00,13.6,52,1017.5,0.00,390.0,2.78,4.30
2017-01-24T16:00,13.5,52,1017.4,0.00,274.0,2.97,4.50
2017-01-24T17:00,12.9,59,1017.4,0.00,132.0,2.41,4.40
2017-01-24T18:00,11.8,66,1017.4,0.00,19.0,2.36,3.50
2017-01-24T19:00,10.7,72,1017.9,0.00,0.0,2.47,4.30
2017-01-24T20:00,9.7,78,1018.0,0.00,0.0,2.56,4.20
2017-01-24T21:00,8.7,83,1018.1,0.00,0.0,2.42,4.10
2017-01-24T22:00,7.6,88,1018.1,0.00,0.0,1.70,3.70
2017-01-24T23:00,7.3,88,1018.0,0.00,0.0,1.44,3.10
2017-01-25T00:00,7.9,87,1017.7,0.00,0.0,1.34,2.60
2017-01-25T01:00,8.8,86,1017.2,0.00,0.0,0.98,2.20
2017-01-25T02:00,8.6,88,1016.3,0.00,0.0,0.50,2.00
2017-01-25T03:00,8.2,90,1016.0,0.00,0.0,0.45,1.70
2017-01-25T04:00,6.9,95,1015.6,0.00,0.0,0.51,1.80
2017-01-25T05:00,6.1,96,1015.3,0.00,0.0,0.32,2.00
2017-01-25T06:00,4.2,98,1015.4,0.00,0.0,0.82,2.60
2017-01-25T07:00,4.0,98,1015.2,0.00,0.0,1.77,3.40
2017-01-25T08:00,4.7,96,1015.2,0.00,0.0,2.46,4.30
2017-01-25T09:00,6.2,95,1015.4,0.00,16.0,2.86,5.10
2017-01-25T10:00,8.3,90,1015.9,0.00,40.0,3.05,5.50
2017-01-25T11:00,10.5,81,1015.8,0.00,66.0,3.62,6.00
2017-01-25T12:00,12.1,73,1014.9,0.00,184.0,4.44,6.90
2017-01-25T13:00,12.9,67,1014.0,0.00,182.0,5.00,7.70
2017-01-25T14:00,13.2,65,1012.8,0.00,188.0,5.38,8.10
2017-01-25T15:00,13.3,63,1012.2,0.00,180.0,5.51,8.40
2017-01-25T16:00,13.1,63,1011.6,0.00,93.0,5.60,8.40
2017-01-25T17:00,12.6,67,1011.7,0.00,42.0,5.06,8.20
2017-01-25T18:00,12.1,69,1011.4,0.00,1.0,4.95,7.60
2017-01-25T19:00,11.8,74,1011.1,0.00,0.0,5.04,7.90
2017-01-25T20:00,11.8,75,1010.8,0.00,0.0,5.12,8.00
2017-01-25T21:00,11.7,76,1010.5,0.00,0.0,5.10,8.10
2017-01-25T22:00,11.8,76,1010.1,0.00,0.0,5.20,8.00
2017-01-25T23:00,11.7,78,1009.4,0.00,0.0,5.41,8.20
2017-01-26T00:00,11.5,79,1008.9,0.00,0.0,5.81,8.30
2017-01-26T01:00,11.4,80,1008.1,0.00,0.0,6.20,8.80
2017-01-26T02:00,11.5,80,1006.9,0.00,0.0,6.50,9.50
2017-01-26T03:00,11.8,80,1006.3,0.00,0.0,7.01,9.90
2017-01-26T04:00,11.8,82,1005.5,0.00,0.0,7.00,10.60
2017-01-26T05:00,11.9,81,1005.0,0.00,0.0,7.01,11.10
2017-01-26T06:00,12.1,80,1004.3,0.30,0.0,7.45,11.50
2017-01-26T07:00,12.3,85,1003.7,0.70,0.0,7.68,12.20
2017-01-26T08:00,12.2,89,1003.3,1.10,0.0,7.92,12.70
2017-01-26T09:00,12.0,92,1003.0,1.30,0.0,7.91,13.20
2017-01-26T10:00,12.2,92,1002.7,1.80,0.0,7.02,13.00
2017-01-26T11:00,12.3,91,1002.6,2.30,0.0,7.33,12.10
2017-01-26T12:00,12.3,91,1001.8,2.80,0.0,7.41,11.00
2017-01-26T13:00,12.2,90,1000.7,2.50,0.0,6.33,10.40
2017-01-26T14:00,11.7,89,999.3,1.70,4.0,4.80,10.30
2017-01-26T15:00,11.8,86,998.9,0.60,14.0,3.54,9.40
2017-01-26T16:00,12.3,85,998.8,0.00,54.0,3.86,7.40
2017-01-26T17:00,12.1,84,998.9,0.10,40.0,4.16,6.90
2017-01-26T18:00,11.8,86,998.8,0.10,10.0,4.28,6.70
2017-01-26T19:00,11.4,89,999.3,0.50,0.0,4.71,8.50
2017-01-26T20:00,11.6,88,999.4,0.00,0.0,5.14,8.80
2017-01-26T21:00,11.7,85,999.4,0.00,0.0,5.30,9.10
2017-01-26T22:00,11.5,82,1000.0,0.00,0.0,4.88,9.00
2017-01-26T23:00,11.3,82,999.9,0.00,0.0,5.39,10.00
2017-01-27T00:00,11.4,82,999.6,0.60,0.0,5.82,11.10
2017-01-27T01:00,10.8,85,999.5,1.70,0.0,7.08,12.90
2017-01-27T02:00,10.4,88,999.4,1.00,0.0,8.85,15.00
2017-01-27T03:00,10.7,85,999.5,0.00,0.0,7.50,14.50
2017-01-27T04:00,10.2,84,999.5,1.20,0.0,7.69,14.70
2017-01-27T05:00,10.1,85,1000.1,0.20,0.0,7.57,15.40
2017-01-27T06:00,10.0,82,1000.7,0.60,0.0,8.04,15.60
2017-01-27T07:00,10.0,80,1001.5,0.00,0.0,7.93,13.70
2017-01-27T08:00,9.6,81,1002.2,0.40,0.0,8.85,15.50
2017-01-27T09:00,10.2,81,1003.0,0.00,29.0,8.96,16.20
2017-01-27T10:00,11.2,78,1003.8,0.00,136.0,8.99,17.10
2017-01-27T11:00,11.5,73,1005.1,1.00,246.0,9.53,17.90
2017-01-27T12:00,12.1,73,1005.6,0.00,326.0,9.71,18.30
2017-01-27T13:00,12.4,72,1006.3,0.00,369.0,9.82,18.50
2017-01-27T14:00,12.6,70,1006.6,0.00,278.0,9.78,18.50
2017-01-27T15:00,12.6,68,1007.7,0.00,297.0,9.37,18.10
2017-01-27T16:00,12.3,67,1008.8,0.10,208.0,8.87,16.80
2017-01-27T17:00,12.0,67,1010.0,0.00,106.0,8.20,15.60
2017-01-27T18:00,11.5,67,1010.7,0.00,19.0,7.42,13.10
2017-01-27T19:00,11.2,70,1011.8,0.00,0.0,6.58,11.70
2017-01-27T20:00,10.9,72,1012.1,0.00,0.0,5.91,10.40
2017-01-27T21:00,10.7,73,1012.9,0.00,0.0,5.71,9.40
2017-01-27T22:00,10.6,74,1013.7,0.00,0.0,4.92,8.90
2017-01-27T23:00,10.6,73,1014.0,0.00,0.0,4.56,8.20
2017-01-28T00:00,10.8,72,1014.4,0.00,0.0,4.70,7.80
2017-01-28T01:00,10.9,73,1014.7,0.00,0.0,4.49,6.90
2017-01-28T02:00,11.0,73,1014.3,0.00,0.0,4.05,6.50
2017-01-28T03:00,11.0,74,1014.5,0.00,0.0,3.77,5.90
2017-01-28T04:00,10.9,76,1014.8,0.00,0.0,3.57,5.70
2017-01-28T05:00,10.7,77,1015.1,0.00,0.0,3.47,5.70
2017-01-28T06:00,10.5,79,1015.1,0.00,0.0,3.28,5.60
2017-01-28T07:00,10.3,77,1015.9,0.00,0.0,3.14,5.10
2017-01-28T08:00,10.4,78,1016.2,0.00,0.0,2.93,4.70
2017-01-28T09:00,11.0,79,1016.8,0.00,26.0,2.70,4.30
2017-01-28T10:00,13.1,74,1017.9,0.00,98.0,2.61,4.30
2017-01-28T11:00,14.4,66,1018.3,0.00,205.0,3.06,4.60
2017-01-28T12:00,14.8,64,1017.9,0.00,207.0,3.45,6.00
2017-01-28T13:00,15.0,64,1017.1,0.00,184.0,4.03,6.60
2017-01-28T14:00,14.8,67,1016.9,0.00,151.0,4.49,7.10
2017-01-28T15:00,14.7,68,1017.0,0.00,116.0,4.63,7.10
2017-01-28T16:00,14.4,71,1017.1,0.00,82.0,4.33,6.70
2017-01-28T17:00,13.9,75,1017.2,0.00,36.0,4.10,5.80
2017-01-28T18:00,13.2,77,1017.1,0.00,6.0,3.82,4.90
2017-01-28T19:00,12.5,83,1017.3,0.00,0.0,3.75,6.00
2017-01-28T20:00,12.3,84,1017.4,0.00,0.0,3.54,5.80
2017-01-28T21:00,12.1,86,1017.5,0.00,0.0,3.32,5.80
2017-01-28T22:00,12.1,86,1017.4,0.00,0.0,4.36,5.70
2017-01-28T23:00,12.2,87,1017.4,0.00,0.0,4.90,5.60
2017-01-29T00:00,12.3,87,1017.4,0.00,0.0,5.23,6.10
2017-01-29T01:00,12.4,87,1016.9,0.00,0.0,5.30,6.60
2017-01-29T02:00,12.5,86,1016.7,0.00,0.0,5.03,6.70
2017-01-29T03:00,12.5,87,1016.7,0.80,0.0,4.60,7.00
2017-01-29T04:00,12.4,88,1016.6,0.60,0.0,4.10,7.00
2017-01-29T05:00,12.3,89,1016.5,0.30,0.0,3.91,6.80
2017-01-29T06:00,12.2,90,1016.5,0.80,0.0,4.05,6.60
2017-01-29T07:00,12.4,90,1016.7,0.60,0.0,4.24,6.80
2017-01-29T08:00,12.4,90,1016.7,0.30,0.0,4.63,7.00
2017-01-29T09:00,12.9,89,1017.1,0.40,18.0,4.89,7.70
2017-01-29T10:00,13.9,86,1017.8,0.00,72.0,5.02,8.30
2017-01-29T11:00,14.6,82,1017.9,0.00,75.0,5.76,8.80
2017-01-29T12:00,14.9,79,1017.7,0.00,91.0,5.94,9.30
2017-01-29T13:00,15.0,79,1017.0,0.00,109.0,6.18,9.80
2017-01-29T14:00,15.0,79,1016.6,0.00,90.0,6.02,10.10
2017-01-29T15:00,15.0,80,1016.2,0.00,89.0,5.67,10.10
2017-01-29T16:00,14.7,83,1016.2,0.00,44.0,5.20,9.10
2017-01-29T17:00,14.4,85,1016.7,0.00,28.0,4.70,8.30
2017-01-29T18:00,14.0,87,1017.4,0.00,10.0,4.39,8.10
2017-01-29T19:00,13.8,88,1017.7,0.00,0.0,4.10,6.90
2017-01-29T20:00,13.7,89,1018.0,0.00,0.0,3.83,6.30
2017-01-29T21:00,13.3,91,1017.8,0.00,0.0,3.55,5.90
2017-01-29T22:00,13.1,92,1018.3,0.00,0.0,3.55,5.50
2017-01-29T23:00,12.9,93,1017.9,0.00,0.0,3.56,5.20
2017-01-30T00:00,12.9,94,1017.7,0.00,0.0,3.72,5.20
2017-01-30T01:00,12.7,94,1017.4,0.00,0.0,3.72,5.30
2017-01-30T02:00,12.6,95,1016.9,0.00,0.0,3.66,5.30
2017-01-30T03:00,12.6,94,1016.2,0.00,0.0,3.41,5.30
2017-01-30T04:00,12.5,95,1015.8,0.00,0.0,3.18,5.30
2017-01-30T05:00,12.4,95,1015.5,0.00,0.0,2.82,5.20
2017-01-30T06:00,12.4,95,1015.2,0.00,0.0,2.69,5.00
2017-01-30T07:00,12.1,95,1015.3,0.00,0.0,3.00,4.40
2017-01-30T08:00,12.1,95,1015.3,0.00,0.0,3.40,4.90
2017-01-30T09:00,12.5,94,1015.0,0.00,22.0,4.41,6.20
2017-01-30T10:00,12.9,93,1015.3,0.00,71.0,5.10,8.40
2017-01-30T11:00,13.5,89,1014.9,0.10,181.0,5.80,10.10
2017-01-30T12:00,14.0,85,1014.2,0.00,144.0,6.41,10.60
2017-01-30T13:00,14.4,77,1013.2,0.00,252.0,6.86,11.20
2017-01-30T14:00,14.3,74,1012.2,0.00,191.0,7.03,11.30
2017-01-30T15:00,14.2,74,1011.3,0.00,136.0,7.21,11.30
2017-01-30T16:00,13.9,75,1010.8,0.00,135.0,6.65,11.30
2017-01-30T17:00,13.5,78,1010.7,0.00,74.0,5.91,10.80
2017-01-30T18:00,12.9,80,1010.5,0.00,13.0,5.39,9.70
2017-01-30T19:00,12.7,79,1010.0,0.00,0.0,5.33,8.60
2017-01-30T20:00,12.5,79,1009.5,0.00,0.0,5.60,8.70
2017-01-30T21:00,12.3,81,1008.5,0.00,0.0,5.74,8.90
2017-01-30T22:00,12.1,81,1008.4,0.00,0.0,5.53,9.40
2017-01-30T23:00,12.1,82,1007.8,0.00,0.0,5.64,9.70
2017-01-31T00:00,11.9,84,1007.3,0.00,0.0,5.66,10.10
2017-01-31T01:00,11.8,86,1006.7,0.00,0.0,6.10,10.40
2017-01-31T02:00,11.8,86,1006.3,0.00,0.0,6.11,10.60
2017-01-31T03:00,11.8,87,1005.3,0.00,0.0,6.39,10.70
2017-01-31T04:00,12.0,86,1005.0,0.40,0.0,6.48,10.80
2017-01-31T05:00,12.1,86,1004.3,0.70,0.0,6.55,11.00
2017-01-31T06:00,12.2,86,1004.2,0.90,0.0,6.55,11.30
2017-01-31T07:00,11.9,89,1004.2,0.80,0.0,6.67,10.90
2017-01-31T08:00,11.7,92,1004.1,0.90,0.0,6.80,10.90
